,starting_time_stamp,coordinates_of_starting_location,coordinates_of_destination,estimate_travel_time_minutes
339,2017-04-01 15:20:09, 116.225489 39.905711, 116.25313 39.896961,8.0
340,2017-04-01 17:01:29, 116.486096 39.891132, 116.433653 39.909817,25.0
341,2017-04-01 11:10:00, 116.441262 39.972124, 116.470239 39.982692,14.0
342,2017-04-01 19:05:45, 116.377659 39.852463, 116.442552 39.983867,81.0
343,2017-04-01 11:00:24, 116.306031 39.848179, 116.384794 39.871009,37.0
344,2017-04-01 19:53:33, 116.319335 39.754664, 116.331191 39.833473,45.0
345,2017-04-01 13:28:55, 116.336492 39.944658, 116.334438 39.94326,5.0
346,2017-04-01 17:10:05, 116.337705 39.945107, 116.41726 40.035381,63.0
347,2017-04-01 11:25:42, 116.381722 39.964147, 116.327765 39.900515,27.0
348,2017-04-01 12:06:17, 116.32653 39.903068, 116.327765 39.900515,6.0
349,2017-04-01 09:10:40, 116.323539 39.770887, 116.340785 39.686053,30.0
350,2017-04-01 15:45:44, 116.348251 39.77714, 116.324471 39.686053,33.0
351,2017-04-01 18:59:13, 116.332773 39.76306, 116.319496 39.686053,27.0
352,2017-04-01 12:42:00, 116.455599 39.875546, 116.31529 39.837097,41.0
353,2017-04-01 09:02:03, 116.352922 39.878356, 116.361338 39.956786,45.0
354,2017-04-01 20:35:38, 116.469738 39.93923, 116.465372 39.938829,8.0
355,2017-04-01 21:53:43, 116.457422 39.938815, 116.35376 39.8784,57.0
356,2017-04-01 09:33:35, 116.59657 39.707129, 116.711884 39.834549,89.0
357,2017-04-01 11:51:00, 116.322072 39.871302, 116.349023 39.916097,17.0
358,2017-04-01 11:10:35, 116.43907 39.939575, 116.452883 39.962225,9.0
359,2017-04-01 12:28:12, 116.44605 39.965682, 116.454229 39.958852,22.0
360,2017-04-01 14:23:58, 116.440813 39.952395, 116.41705 39.93443,9.0
361,2017-04-01 14:48:25, 116.417187 39.931726, 116.41705 39.93443,6.0
362,2017-04-01 15:56:35, 116.416998 39.933718, 116.43304 39.686053,89.0
363,2017-04-01 17:38:06, 116.29968 39.971944, 116.335881 39.78256,69.0
364,2017-04-01 22:48:30, 116.097752 39.738229, 116.219578 39.75847,55.0
365,2017-04-01 17:53:07, 116.442537 39.997368, 116.417405 39.950517,29.0
366,2017-04-01 19:07:12, 116.48686 39.985815, 116.445977 39.927563,159.0
367,2017-04-01 13:37:58, 116.312948 40.058977, 116.384794 39.871009,113.0
368,2017-04-01 21:42:46, 116.435777 40.033771, 116.426332 40.034923,17.0
369,2017-04-01 08:57:04, 116.541189 39.956246, 116.373226 40.081497,65.0
370,2017-04-01 11:40:09, 116.464792 40.023393, 116.518174 39.880265,53.0
371,2017-04-01 15:10:19, 116.470987 40.138473, 116.40701 40.180569,37.0
372,2017-04-01 17:17:28, 116.470987 40.138473, 116.419379 40.089591,36.0
373,2017-04-01 19:00:26, 116.41955 40.090557, 116.462283 40.124193,27.0
374,2017-04-01 21:13:01, 116.37008 39.994915, 116.345664 40.008907,8.0
375,2017-04-01 14:06:20, 116.28058 39.89633, 116.401561 39.857972,58.0
376,2017-04-01 15:48:59, 116.416307 39.89893, 116.433587 39.911171,10.0
377,2017-04-01 12:11:09, 116.538647 39.807036, 116.539402 39.809773,6.0
378,2017-04-01 22:16:05, 116.299356 40.005016, 116.306696 40.002315,15.0
379,2017-04-01 09:56:06, 116.313235 40.045356, 116.309694 40.060511,8.0
380,2017-04-01 14:20:13, 116.502355 39.923544, 116.499716 39.921204,7.0
381,2017-04-01 07:53:48, 116.490893 39.902563, 116.444877 39.936632,17.0
382,2017-04-01 11:24:12, 116.404099 39.897754, 116.404539 39.903732,14.0
383,2017-04-01 11:41:02, 116.404153 39.900598, 116.404539 39.903732,7.0
384,2017-04-01 15:02:59, 116.407494 39.902563, 116.409507 39.939859,21.0
385,2017-04-01 15:57:32, 116.40515 39.906382, 116.409507 39.939859,19.0
386,2017-04-01 16:39:26, 116.409219 39.939963, 116.409507 39.939859,0.0
387,2017-04-01 18:53:38, 116.400739 39.945218, 116.4092 39.947661,16.0
388,2017-04-01 20:13:49, 116.39967 39.945446, 116.4092 39.947661,18.0
389,2017-04-01 09:53:55, 116.234508 40.082719, 116.191065 39.754404,190.0
390,2017-04-01 19:53:27, 116.258439 39.913099, 116.261762 39.91357,6.0
391,2017-04-01 15:08:33, 116.147336 40.105618, 116.188155 40.098775,11.0
392,2017-04-01 22:23:56, 116.67306 39.889291, 116.600868 40.085558,73.0
393,2017-04-01 14:32:08, 116.360612 39.878086, 116.401561 39.857972,21.0
394,2017-04-01 14:52:46, 116.357297 39.880751, 116.401561 39.857972,23.0
395,2017-04-01 16:07:36, 116.329063 39.901054, 116.097752 39.944663,106.0
396,2017-04-01 21:27:44, 116.097752 39.94508, 116.509463 39.873217,187.0
397,2017-04-01 16:20:31, 116.41354 39.950528, 116.318859 39.885097,35.0
398,2017-04-01 16:09:58, 116.513162 40.012919, 116.461764 39.946414,27.0
399,2017-04-01 22:47:28, 116.493624 39.911204, 116.319604 39.98302,54.0
400,2017-04-01 12:59:19, 116.41584 39.848346, 116.406248 39.889607,15.0
401,2017-04-01 00:27:12, 116.274784 39.903937, 116.187755 39.933791,26.0
402,2017-04-01 17:18:18, 116.274784 39.903937, 116.26268 39.899888,24.0
403,2017-04-01 18:30:04, 116.353219 39.87376, 116.528173 39.896242,49.0
404,2017-04-01 17:55:53, 116.425874 39.904458, 116.422997 40.043221,50.0
405,2017-04-01 19:08:42, 116.425496 39.902715, 116.42364 39.93971,13.0
406,2017-04-01 09:36:08, 116.264107 39.979837, 116.217825 40.003355,24.0
407,2017-04-01 11:41:52, 116.251414 39.978918, 116.26233 39.978678,4.0
408,2017-04-01 12:19:41, 116.262858 39.978455, 116.397883 39.931969,65.0
409,2017-04-01 15:46:11, 116.461177 39.912235, 116.431355 40.070854,92.0
410,2017-04-01 16:31:24, 116.45797 39.913929, 116.431355 40.070854,91.0
411,2017-04-01 17:40:54, 116.424607 40.09538, 116.424302 40.095451,0.0
412,2017-04-01 18:37:09, 116.421535 40.095573, 116.480976 40.115239,18.0
413,2017-04-01 12:49:30, 116.537087 39.912184, 116.621192 40.061075,58.0
414,2017-04-01 23:27:21, 116.309453 39.999883, 116.362798 39.876875,75.0
415,2017-04-01 12:21:57, 116.364996 39.912836, 116.367353 39.918215,13.0
416,2017-04-01 12:48:08, 116.418148 39.920376, 116.418325 39.91999,0.0
417,2017-04-01 19:33:11, 116.420008 39.916959, 116.43489 39.930169,6.0
418,2017-04-01 19:45:08, 116.434731 39.930357, 116.425703 39.902725,10.0
419,2017-04-01 20:01:03, 116.425721 39.90432, 116.43489 39.930169,9.0
420,2017-04-01 14:08:11, 116.476808 39.864921, 116.442798 39.996145,77.0
421,2017-04-01 14:48:35, 116.476799 39.864914, 116.52275 39.930812,43.0
422,2017-04-01 23:51:56, 116.456766 39.868146, 116.387355 39.686053,109.0
423,2017-04-01 14:08:52, 116.604699 39.932176, 116.609128 39.930869,8.0
424,2017-04-01 14:20:12, 116.606137 39.930212, 116.609128 39.930869,5.0
425,2017-04-01 15:40:18, 116.609559 39.931111, 116.466201 39.938244,266.0
426,2017-04-01 18:44:08, 116.488045 39.928421, 116.491403 39.93062,8.0
427,2017-04-01 08:54:16, 116.334319 39.795133, 116.344834 39.78566,29.0
428,2017-04-01 13:38:48, 116.435117 39.850582, 116.436589 39.8524,5.0
429,2017-04-01 08:40:47, 116.35957 40.008698, 116.343869 40.032641,15.0
430,2017-04-01 09:23:01, 116.351683 40.020924, 116.343869 40.032641,31.0
431,2017-04-01 09:41:01, 116.352608 40.032257, 116.343869 40.032641,16.0
432,2017-04-01 15:53:15, 116.3858 39.870756, 116.115042 39.933039,78.0
433,2017-04-01 16:03:49, 116.388468 39.872044, 116.115042 39.933039,79.0
434,2017-04-01 10:09:31, 116.311789 39.946117, 116.622472 40.059554,95.0
435,2017-04-01 10:23:18, 116.392214 39.955174, 116.622472 40.059554,74.0
436,2017-04-01 10:44:37, 116.468894 39.970465, 116.622472 40.059554,53.0
437,2017-04-01 19:48:05, 116.550582 40.111233, 116.565738 40.077896,12.0
438,2017-04-01 22:02:44, 116.422658 40.005382, 116.344027 39.998407,22.0
439,2017-04-01 00:00:30, 116.447155 39.85437, 116.431946 39.858077,29.0
440,2017-04-01 08:09:22, 116.439447 39.85446, 116.437966 39.853286,3.0
441,2017-04-01 15:32:59, 116.452482 39.855083, 116.438495 39.845431,5.0
442,2017-04-01 17:42:57, 116.505113 39.903711, 116.484883 39.929064,17.0
443,2017-04-01 10:59:00, 116.117854 39.908367, 116.199995 39.923219,37.0
444,2017-04-01 12:07:56, 116.148908 39.904514, 116.117836 39.908118,13.0
445,2017-04-01 12:22:56, 116.148872 39.90459, 116.097752 39.895269,23.0
446,2017-04-01 14:49:12, 116.11025 39.94068, 116.105438 39.938997,9.0
447,2017-04-01 15:53:52, 116.116471 39.911101, 116.100248 39.948357,14.0
448,2017-04-01 16:05:26, 116.099977 39.948191, 116.117836 39.908118,24.0
449,2017-04-01 17:21:51, 116.116471 39.911101, 116.233589 39.88535,33.0
450,2017-04-01 19:45:30, 116.487533 39.80019, 116.352425 39.894891,81.0
451,2017-04-01 07:33:44, 116.419388 39.989678, 116.427591 39.888812,58.0
452,2017-04-01 07:52:28, 116.419505 39.989712, 116.401561 39.857972,76.0
453,2017-04-01 18:14:57, 116.212255 39.842824, 116.401826 39.892764,55.0
454,2017-04-01 10:30:00, 116.301054 39.877429, 116.310848 39.876738,18.0
455,2017-04-01 11:50:33, 116.363271 39.918958, 116.365955 39.942021,8.0
456,2017-04-01 12:03:29, 116.711884 39.86494, 116.683099 39.875199,14.0
457,2017-04-01 08:46:08, 116.330159 39.978648, 116.27487 39.998475,16.0
458,2017-04-01 11:11:36, 116.290014 40.004318, 116.330707 39.978648,14.0
459,2017-04-01 13:13:01, 116.330402 39.98068, 116.271444 40.037523,26.0
460,2017-04-01 18:11:31, 116.271473 40.037602, 116.330707 39.978648,26.0
461,2017-04-01 21:33:41, 116.330195 39.979782, 116.414859 39.921141,50.0
462,2017-04-01 20:31:59, 116.302222 40.084361, 116.401561 39.857972,138.0
463,2017-04-01 21:16:42, 116.300434 40.083223, 116.401561 39.857972,137.0
464,2017-04-01 21:33:31, 116.376584 40.00731, 116.327765 39.900515,40.0
465,2017-04-01 05:50:44, 116.303578 40.122344, 116.28089 39.912172,508.0
466,2017-04-01 11:49:50, 116.402859 39.947292, 116.430446 39.964095,15.0
467,2017-04-01 12:02:59, 116.372622 39.988254, 116.368328 39.798503,68.0
468,2017-04-01 13:11:55, 116.311313 39.888564, 116.316158 39.89493,17.0
469,2017-04-01 07:01:35, 116.420565 39.852105, 116.320689 39.985582,89.0
470,2017-04-01 09:38:04, 116.427994 39.998308, 116.366257 39.894928,41.0
471,2017-04-01 10:19:12, 116.432243 40.002184, 116.435939 39.903651,35.0
472,2017-04-01 10:43:32, 116.431731 40.002515, 116.435939 39.903651,35.0
473,2017-04-01 13:47:16, 116.430536 39.997534, 116.435939 39.903651,33.0
474,2017-04-01 14:46:19, 116.435998 39.903511, 116.380195 39.893768,15.0
475,2017-04-01 15:00:11, 116.435854 39.903448, 116.380195 39.893768,15.0
476,2017-04-01 15:37:35, 116.380402 39.89399, 116.38883 39.876672,6.0
477,2017-04-01 16:23:04, 116.379701 39.893789, 116.310188 39.914142,20.0
478,2017-04-01 16:49:24, 116.374589 39.895567, 116.310188 39.914142,19.0
479,2017-04-01 18:32:20, 116.332926 39.896896, 116.404502 39.902411,20.0
480,2017-04-01 19:07:38, 116.335334 39.899034, 116.404502 39.902411,128.0
481,2017-04-01 19:44:14, 116.358339 39.903296, 116.404502 39.902411,20.0
482,2017-04-01 21:22:42, 116.406003 39.905752, 116.380654 39.917194,8.0
483,2017-04-01 12:58:20, 116.370565 39.80138, 116.410882 39.881466,31.0
484,2017-04-01 14:57:33, 116.423484 39.947237, 116.431762 39.947487,15.0
485,2017-04-01 15:07:04, 116.432045 39.953079, 116.378513 39.949688,14.0
486,2017-04-01 15:43:28, 116.379 39.946794, 116.332132 39.972513,16.0
487,2017-04-01 17:28:45, 116.347146 39.943973, 116.35275 39.963846,7.0
488,2017-04-01 17:56:00, 116.331129 39.952658, 116.326368 39.95216,8.0
489,2017-04-01 18:44:34, 116.332639 39.934029, 116.460579 39.940486,35.0
490,2017-04-01 19:37:08, 116.457207 39.946877, 116.415161 40.001629,23.0
491,2017-04-01 23:33:00, 116.480904 39.919235, 116.507395 39.839118,29.0
492,2017-04-01 12:30:06, 116.324275 39.982249, 116.334363 39.990044,26.0
493,2017-04-01 12:48:47, 116.33422 39.990223, 116.323727 39.989139,19.0
494,2017-04-01 13:31:22, 116.311475 39.993381, 116.28431 39.972926,70.0
495,2017-04-01 13:45:00, 116.284319 39.972767, 116.340183 39.977165,15.0
496,2017-04-01 06:49:34, 116.295076 40.154625, 116.501552 39.914639,166.0
497,2017-04-01 15:46:51, 116.463773 39.886191, 116.384092 39.907925,37.0
498,2017-04-01 08:53:05, 116.289053 39.970818, 116.496958 39.988783,58.0
499,2017-04-01 09:40:59, 116.289125 39.970866, 116.50203 39.970802,94.0
500,2017-04-01 13:01:11, 116.286654 39.972642, 116.496958 39.988783,58.0
501,2017-04-01 14:57:06, 116.59904 39.927155, 116.312202 39.918496,79.0
502,2017-04-01 18:08:48, 116.317242 39.923883, 116.38139 39.920204,28.0
503,2017-04-01 18:23:00, 116.316604 39.927743, 116.38139 39.920204,29.0
504,2017-04-01 17:11:20, 116.336474 39.991923, 116.390508 39.875161,71.0
505,2017-04-01 17:59:55, 116.337184 39.991391, 116.349053 39.980908,8.0
506,2017-04-01 18:21:46, 116.326575 39.986623, 116.388223 39.880235,42.0
507,2017-04-01 21:34:33, 116.402957 39.686053, 116.42024 39.735525,18.0
508,2017-04-01 22:49:33, 116.327022 39.686053, 116.327249 39.712909,15.0
509,2017-04-01 17:58:35, 116.314421 39.890834, 116.283508 39.963494,27.0
510,2017-04-01 16:25:47, 116.317538 39.977715, 116.346098 39.98165,12.0
511,2017-04-01 21:36:30, 116.317574 39.977681, 116.296587 39.818471,92.0
512,2017-04-01 15:17:01, 116.412561 39.847902, 116.41915 39.838052,26.0
513,2017-04-01 17:49:06, 116.41071 39.856744, 116.603786 39.931007,60.0
514,2017-04-01 15:23:55, 116.316918 39.908333, 116.319383 39.862377,16.0
515,2017-04-01 17:22:55, 116.454386 39.8371, 116.216945 40.008991,145.0
516,2017-04-01 21:07:00, 116.445789 39.86508, 116.291907 40.000528,104.0
517,2017-04-01 16:38:06, 116.418094 39.921732, 116.41852 39.922562,2.0
518,2017-04-01 11:57:07, 116.322227 39.984384, 116.32107 39.984223,2.0
519,2017-04-01 14:42:38, 116.359839 39.998176, 116.364634 39.92397,26.0
520,2017-04-01 15:44:31, 116.366451 39.922133, 116.274434 39.91647,25.0
521,2017-04-01 21:48:53, 116.711884 40.170229, 116.59459 40.086799,44.0
522,2017-04-01 21:53:32, 116.694665 40.122964, 116.59459 40.086799,30.0
523,2017-04-01 22:38:38, 116.595788 40.058307, 116.431334 40.180569,63.0
524,2017-04-01 19:30:31, 116.360064 39.978351, 116.347375 39.972568,6.0
525,2017-04-01 14:53:51, 116.463621 39.869579, 116.605957 39.930141,72.0
526,2017-04-01 15:21:12, 116.523879 39.932916, 116.605957 39.930141,36.0
527,2017-04-01 10:14:14, 116.394244 39.886267, 116.387103 39.879512,20.0
528,2017-04-01 17:39:35, 116.382045 39.908125, 116.400639 40.138172,83.0
529,2017-04-01 02:39:10, 116.458419 39.939375, 116.424122 39.851132,53.0
530,2017-04-01 23:45:52, 116.588898 39.963007, 116.60508 39.859596,60.0
531,2017-04-01 13:42:43, 116.329845 39.966878, 116.275142 39.963594,15.0
532,2017-04-01 12:40:23, 116.281417 39.905925, 116.260632 40.05756,88.0
533,2017-04-01 20:13:48, 116.299815 39.731299, 116.433587 39.911171,74.0
534,2017-04-01 20:57:22, 116.299922 39.731133, 116.433653 39.909817,74.0
535,2017-04-01 01:10:16, 116.460476 39.884481, 116.465708 39.915899,11.0
536,2017-04-01 09:25:44, 116.460494 39.884495, 116.465727 39.915896,18.0
537,2017-04-01 08:36:53, 116.408536 39.983348, 116.443226 39.923715,23.0
538,2017-04-01 15:23:09, 116.259319 39.882004, 116.446912 39.854827,53.0
539,2017-04-01 15:50:06, 116.253884 39.873532, 116.254446 39.870234,8.0
540,2017-04-01 22:49:49, 116.466774 40.011689, 116.711884 39.9008,79.0
541,2017-04-01 19:46:22, 116.711884 40.138907, 116.691432 40.138307,9.0
542,2017-04-01 07:13:23, 116.452482 39.969297, 116.280523 40.051166,56.0
543,2017-04-01 08:23:35, 116.452958 39.97014, 116.280523 40.051166,56.0
544,2017-04-01 17:05:23, 116.364717 39.920363, 116.280523 40.051166,52.0
545,2017-04-01 15:30:54, 116.496876 39.982442, 116.352621 39.883249,86.0
546,2017-04-01 12:37:25, 116.316748 39.98851, 116.31294 39.984763,11.0
547,2017-04-01 12:50:19, 116.312624 39.98786, 116.31294 39.984763,7.0
548,2017-04-01 15:46:21, 116.319937 39.990389, 116.322389 39.984426,15.0
549,2017-04-01 18:15:16, 116.319164 39.989982, 116.317122 39.9922,6.0
550,2017-04-01 08:15:55, 116.523735 39.932923, 116.489283 39.974903,28.0
551,2017-04-01 06:03:30, 116.425469 40.081401, 116.304808 39.966052,53.0
552,2017-04-01 17:46:36, 116.422451 40.071097, 116.37065 39.891478,106.0
553,2017-04-01 21:01:24, 116.275083 40.047184, 116.097752 40.107782,54.0
554,2017-04-01 21:47:49, 116.612128 39.746155, 116.596267 39.751637,32.0
555,2017-04-01 07:45:31, 116.361546 39.903981, 116.600868 40.085558,93.0
556,2017-04-01 15:03:13, 116.351189 40.087692, 116.443729 39.770756,117.0
557,2017-04-01 17:49:42, 116.352904 40.078123, 116.519915 39.799706,177.0
558,2017-04-01 22:25:35, 116.438109 39.911321, 116.417454 39.915138,9.0
559,2017-04-01 23:11:18, 116.417825 39.914794, 116.417562 39.91746,6.0
560,2017-04-01 12:09:03, 116.275083 40.047184, 116.303393 39.997947,19.0
561,2017-04-01 14:46:10, 116.258753 39.909315, 116.461453 39.940761,92.0
562,2017-04-01 13:29:25, 116.401098 39.886744, 116.479116 39.957548,53.0
563,2017-04-01 18:46:54, 116.477841 39.957594, 116.481057 39.954849,8.0
564,2017-04-01 18:57:42, 116.478757 39.955368, 116.481057 39.954849,4.0
565,2017-04-01 19:15:37, 116.479709 39.955001, 116.479116 39.957548,6.0
566,2017-04-01 22:36:51, 116.416972 39.871393, 116.401102 39.884932,10.0
567,2017-04-01 11:42:38, 116.375021 39.944423, 116.470836 39.876526,36.0
568,2017-04-01 11:57:16, 116.37441 39.941477, 116.522939 39.899656,70.0
569,2017-04-01 12:23:09, 116.421849 39.930931, 116.474283 39.893422,31.0
570,2017-04-01 12:42:54, 116.469181 39.899373, 116.522939 39.899656,99.0
571,2017-04-01 12:59:01, 116.471553 39.896079, 116.474991 40.019049,44.0
572,2017-04-01 21:19:53, 116.374841 39.944395, 116.45712 39.92857,23.0
573,2017-04-01 21:36:12, 116.433788 39.955637, 116.461764 39.946414,8.0
574,2017-04-01 22:31:47, 116.451727 39.939216, 116.458594 39.941646,14.0
575,2017-04-01 22:48:08, 116.442986 39.939506, 116.457479 39.942153,27.0
576,2017-04-01 08:17:29, 116.328219 39.88808, 116.337075 39.889555,16.0
577,2017-04-01 16:54:55, 116.386824 39.996622, 116.417454 39.915138,30.0
578,2017-04-01 18:33:04, 116.385782 39.997223, 116.418404 39.920543,46.0
579,2017-04-01 22:17:53, 116.386842 39.996622, 116.423962 39.923687,45.0
580,2017-04-01 16:56:25, 116.422757 39.913307, 116.470507 39.982571,28.0
581,2017-04-01 17:20:49, 116.422541 39.913328, 116.470507 39.982571,28.0
582,2017-04-01 18:18:01, 116.333223 39.929327, 116.29053 39.84254,33.0
583,2017-04-01 13:32:48, 116.567594 39.756306, 116.421163 39.701818,45.0
584,2017-04-01 13:51:59, 116.567594 39.756306, 116.421163 39.701818,45.0
585,2017-04-01 12:59:20, 116.173782 39.734733, 116.441124 39.949442,171.0
586,2017-04-01 13:02:58, 116.462686 39.900819, 116.462871 39.925642,8.0
587,2017-04-01 13:22:32, 116.4631 39.900605, 116.41336 39.960083,170.0
588,2017-04-01 14:36:18, 116.462596 39.900722, 116.462871 39.925642,9.0
589,2017-04-01 16:19:02, 116.456102 39.899449, 116.463574 39.925582,64.0
590,2017-04-01 16:58:41, 116.462516 39.925156, 116.41336 39.960083,29.0
591,2017-04-01 17:22:48, 116.458985 39.92925, 116.41336 39.960083,27.0
592,2017-04-01 12:34:26, 116.622306 39.932937, 116.541794 39.923617,151.0
593,2017-04-01 19:01:27, 116.569791 40.11953, 116.507602 40.111653,28.0
594,2017-04-01 14:49:37, 116.243455 39.913258, 116.233906 39.912373,4.0
595,2017-04-01 20:13:43, 116.690748 39.907323, 116.711884 39.902029,9.0
596,2017-04-01 16:31:47, 116.663655 39.900439, 116.29054 39.880356,104.0
597,2017-04-01 07:16:27, 116.440157 39.892225, 116.393215 39.942242,35.0
598,2017-04-01 08:15:39, 116.436959 39.890288, 116.393215 39.942242,35.0
599,2017-04-01 09:00:10, 116.402545 39.943745, 116.393215 39.942242,17.0
600,2017-04-01 12:38:10, 116.393804 39.941996, 116.391801 39.941408,3.0
601,2017-04-01 14:41:18, 116.402266 39.946739, 116.398131 39.939542,4.0
602,2017-04-01 14:55:57, 116.397451 39.939977, 116.398131 39.939542,1.0
603,2017-04-01 15:20:45, 116.397739 39.937971, 116.392004 39.915102,8.0
604,2017-04-01 18:25:47, 116.395125 39.941982, 116.392351 39.941394,5.0
605,2017-04-01 19:03:46, 116.392367 39.941491, 116.439824 39.892011,35.0
606,2017-04-01 19:57:44, 116.424481 39.899781, 116.439842 39.892018,8.0
607,2017-04-01 20:17:14, 116.438872 39.890135, 116.439842 39.892018,4.0
608,2017-04-01 12:28:37, 116.323674 39.962806, 116.329859 39.958314,15.0
609,2017-04-01 16:50:22, 116.383932 40.110826, 116.344218 39.99854,67.0
610,2017-04-01 17:38:39, 116.356273 40.095394, 116.344433 39.99857,56.0
611,2017-04-01 22:54:19, 116.367376 40.076798, 116.381795 40.110602,20.0
612,2017-04-01 10:24:41, 116.343661 39.95236, 116.340867 39.951489,5.0
613,2017-04-01 21:28:01, 116.260127 39.87302, 116.400101 39.954718,78.0
614,2017-04-01 21:52:56, 116.260864 39.872584, 116.394761 39.950328,74.0
615,2017-04-01 09:29:40, 116.422931 40.118453, 116.460452 40.180569,24.0
616,2017-04-01 08:43:15, 116.464792 40.023393, 116.581388 39.929347,47.0
617,2017-04-01 12:12:36, 116.537087 39.912184, 116.470012 40.022107,43.0
618,2017-04-01 12:42:50, 116.464792 40.023393, 116.480976 40.115239,33.0
619,2017-04-01 13:22:32, 116.480778 40.116143, 116.415321 40.080828,22.0
620,2017-04-01 11:52:22, 116.417223 40.063816, 116.401561 39.857972,119.0
621,2017-04-01 17:43:32, 116.487848 40.066163, 116.402608 39.90149,102.0
